job_title,company_name,company_location,posted_time,description
Data Scientist - Data Analytics and Infrastructure,Ample Insight,"Toronto, Ontario, Canada",1 week ago,"Company DescriptionYou will join a world-class team of engineers and data scientists from Facebook, Uber, Amazon and Google. We are a fast growing consulting firm based in Toronto with clients ranging from leading startups building impactful technologies to Fortune 500 companies looking to scale their engineering and data capabilities. Job DescriptionWe are looking for Data Scientists who are passionate about analytics and using data to help drive business decisions. You enjoy working with structured and/or unstructured data and are motivated to produce highly actionable results. You are experienced in architecting data ETL workflows and schemas. Critical thinking and problem-solving skills are essential for this role.QualificationsBS (or higher, e.g., MS, or PhD) in Computer Science, Engineering, Math, or StatisticsHands on experience working with user engagement, social, marketing, and/or finance dataProficient in Python (i.e. Pandas, Numpy, scikit-learn, etc), R, TensorFlow, amongst other data science related tools and librariesExtensive experience working on relational databases, designing complex data schemas, and writing SQL queriesDeep knowledge on performance tuning of ETL Jobs, SQL, and databasesAnalytical mind and strong business acumenWorking knowledge of SnowflakeDevops experiences a plusAdditional InformationWe have competitive compensation.Work on cool projects based on your interests and skills. We believe in accountability and NOT micro-management."
"Data Science, Analytics, International",DoorDash,"Toronto, Ontario, Canada",3 weeks ago,"About the TeamThe International Analytics team is looking for Data Analysts and Data Scientists to guide measurement, strategy, and tactical decision-making using Advanced Analytics approaches, as we expand our logistics platform across the globe. Data Scientists at DoorDash work to uncover insights and turn them into actionable recommendations, helping drive decisions for the entire organization. Analytics is very integral to all operational areas at DoorDash.About the RoleData Science at DoorDash involves diving deeper into our data to solve crucial business problems, ideate & run experiments to solve for insights gleaned from this deep dive and work with a cross-functional team to drive real-world operational change. It is not just about building Machine Learning models and putting them into production. This is a rare operational and actionable data-driven experience.We solve many exciting challenges from all three sides of our marketplace including customer acquisition, balancing supply and demand, fraud and support, marketing, marketplace efficiency, and more. If you enjoy finding patterns amidst chaos, are excited to build a market from 0 to 1, and have experience using analytics to affect revenue, growth, operations or beyond, we're looking for someone like you!You're excited about this opportunity because you will…Be a first-class thought partner to our product, business, finance and executive teams and help them make decisions on what's next for DoorDashUse quantitative analysis and the presentation of data to see beyond the numbers and understand what drives our businessBuild full-cycle analytics experiments, reports, and dashboards using SQL, Python, R, or other scripting and statistical toolsProduce recommendations and use statistical techniques and hypothesis testing and other experimentation techniques to validate your findingsProvide insights to enable our cross-functional team to understand marketplace dynamics, user behaviours, and long-term trendsIdentify and measure levers to help move essential metrics and make recommendationsPossess excellent stakeholder management skills, know how to effectively collaborate well with strategy, operations, product, finance and engineering and set prioritiesBe excited to travel to meet with business partners and the teams in each marketWe're excited about you because you have…3+ years of experience in data analytics, consulting, or related roleThe insight to take ambiguous problems and solve them in a structured, hypothesis-driven, data-supported wayThe determination to initiate and lead/own strategic projects to completion with a cross-functional teamExperience working with experimentation techniques (A/B testing, Causal Inference) and interpreting hypothesis testingProficiency in at least one programming language (Python, R,...)Expertise with SQL queries, ETLs, etc… Proficiency in one or more analytics & visualization toolsExperience building and training statistical and machine learning models (classifiers, regression models...)About DoorDashAt DoorDash, our mission to empower local economies shapes how our team members move quickly, learn, and reiterate in order to make impactful decisions that display empathy for our range of users—from Dashers to merchant partners to consumers. We are a technology and logistics company that started with door-to-door delivery, and we are looking for team members who can help us go from a company that is known for delivering food to a company that people turn to for any and all goods.DoorDash is growing rapidly and changing constantly, which gives our team members the opportunity to share their unique perspectives, solve new challenges, and own their careers. We're committed to supporting employees' happiness, healthiness, and overall well-being by providing comprehensive benefits and perks including premium healthcare, wellness expense reimbursement, paid parental leave and more.Our Commitment to Diversity and InclusionWe're committed to growing and empowering a more inclusive community within our company, industry, and cities. That's why we hire and cultivate diverse teams of people from all backgrounds, experiences, and perspectives. We believe that true innovation happens when everyone has room at the table and the tools, resources, and opportunity to excel.If you need any accommodations, please inform your recruiting contact upon initial connection."
Data Scientist,Ample Insight,"Toronto, Ontario, Canada",3 weeks ago,"Company DescriptionYou will join a world-class team of engineers and data scientists from Facebook, Uber, Amazon and Google. We are a fast growing consulting firm based in Toronto with clients ranging from leading startups building impactful technologies to Fortune 500 companies looking to scale their engineering and data capabilities. Job DescriptionWe are looking for Data Scientists who are passionate about Machine Learning, and have deep knowledge in Statistics and Computer Science. You enjoy doing data science projects with structured and/or unstructured data and are motivated to productize scalable machine learning models. We will also rely on you to build data products to extract valuable business insights. Critical thinking and problem-solving skills are essential for this role.QualificationsBS (or higher, e.g., MS, or PhD) in Computer Science or related engineering field involving codingExperienced implementing and scaling machine learning models in production environments Strong understanding of machine learning theoryHands on experience with StatisticsCapable of quickly implementing prototypes of cutting-edge research papersProficient in Python (i.e. Pandas, Numpy, scikit-learn, etc), R, TensorFlow, amongst other data science related tools and librariesAnalytical mind and strong business acumenIf you're passionate about data science and is hungry to learn, please apply!Additional InformationWe have competitive compensation.Work on cool projects based on your interests and skills. We believe in accountability and NOT micro-management."
Data Scientist - Machine Learning,Ample Insight,"Toronto, Ontario, Canada",1 week ago,"Company DescriptionYou will join a world-class team of engineers and data scientists from Facebook, Uber, Amazon and Google. We are a fast growing consulting firm based in Toronto with clients ranging from leading startups building impactful technologies to Fortune 500 companies looking to scale their engineering and data capabilities. Job DescriptionWe are looking for Data Scientists who are passionate about solving real world problems. You enjoy working with both structured and/or unstructured data and are motivated to productize scalable machine learning models. Critical thinking and problem-solving skills are essential for this role.QualificationsBS (or higher, e.g., MS, or PhD) in Computer Science or related engineering field involving codingExperienced implementing and scaling machine learning models in production environments Strong understanding of machine learning theoryHands on experience with StatisticsCapable of quickly implementing prototypes of cutting-edge research papersProficient in Python (i.e. Pandas, Numpy, scikit-learn, etc), R, TensorFlow, amongst other data science related tools and librariesAnalytical mind and strong business acumenIf you're passionate about data science and is hungry to learn, please apply!Additional InformationWe have competitive compensation. Work on cool projects based on your interests and skills. We believe in accountability and NOT micro-management."
HDO Data Scientist-Canada,Zortech Solutions,"Toronto, Ontario, Canada",1 month ago,"Role: HDO Data ScientistLocation: Remote/CanadaDuration: 6+ MonthsJob DescriptionKey Responsibilities:Collaborate with cross-functional teams to identify and prioritize quick win opportunities for data-driven insights and improvements.Develop and implement ML models to analyze large datasets and extract valuable insights.Apply advanced statistical techniques and algorithms to solve complex business problems.Design and implement data transformation processes to ensure data quality and integrity.Utilize genAI and LLM models to enhance data analysis and predictive capabilities.Collaborate with Data Engineers to design and optimize data architecture for efficient data processing and storage.Develop and deploy scalable and production-ready ML models.Conduct exploratory data analysis to uncover patterns, trends, and correlations in the data.Stay up-to-date with the latest advancements in ML, AI, and data science technologies.QualificationsWhat you bringYou are comfortable with high level of ambiguity and possess a continuous improvement mindsetMaster's or Ph.D. degree in Computer Science, Data Science, or a related field.Proven experience as a Data Scientist or similar role, working on data transformation and AI-related projects.Strong programming skills in Python for data manipulation, analysis, and model development.In-depth knowledge of ML algorithms, techniques, and frameworks.Familiarity with genAI and LLM models and their implementation.Experience in designing and optimizing data architecture for efficient data processing and storage.Proficiency in SQL and database management systems.Strong Problem-solving And Analytical Skills.Excellent communication and collaboration skills to work effectively with cross-functional teams.If you are passionate about leveraging data and AI to drive business outcomes and have the required skills and experience, we would love to hear from you. Join our team and contribute to the success of our data-driven initiatives"
Data Scientist with MI- Canada,Zortech Solutions,"Toronto, Ontario, Canada",5 months ago,"Role: Data Scientist with MILocation: Canada/RemoteDuration: 6+ MonthsJob DescriptionResearch,identify,and analyze data to evaluate existing and potential trendsGood Exposure working with Business stakeholders on understanding Product Scope, Lifecycle and able to create Prototypes & Roadmap based on customer use casesCreate or use existing frameworks to test and validate new modelsApply statistical techniques to analyze dataApply machine learning techniques to streamline data analysisSkills/Experience RequiredStrong background in data mining and statistical analysisExperience developing Al/ML models using Python and open source frameworks like: sklearn, keras,pytorch, numpy,pandasAbility to work with large amounts of dataGood Exposure to multiple SOL and NOSQL databasesAbilty to quickly learn and implement new data science algorithmsExperience with machine learning techniques and creat ng algorithmsExperience in any cloud environments (AWS, Azure, GCP)Exposure to MLOps is added advantage.Exposure to NLP concepts & implementation will be a good to have skill"
Data Scientist,Belcan,"Mississauga, Ontario, Canada",4 days ago,"Job Title: Data science12 month renewable contractLocation: Mississauga, ONArea code: 416, 647Postal code: L5T Start Date: ASAPKeywords: #Data.science.jobs #Engine.analysis.jobs #Aerospace.jobs- Development and validation of new engine specific health monitoring functions, trend data cleansing scripts and their Portal interfaces.- Support to development of engine model specific KPI dashboards- Analysis of engine operational data (from the field and test cell)- Update of engineering process documentation- Engineering support for field engine investigations- Validation of new digital engine services as part of EIS roll out- Integration test support with aircraft OEMs-Development/Conversion of Operational & Prognostic algorithms/scripts, documentation, and their Production deployment-Deployment DPHM Services on client portal-Post EIS Algorithm & Feature Refinements, Field Support, QCPC fixes-Update engineering best practices and process documentation -Release engineering reports and presentations -Conduct software validation and verification testing -QCPC and Field Support troubleshooting - Update Dashboards RI AC N/A 10 Conduct Design Reviews/IPT Approval Meetings"
"ML Engineer - Toronto, ON",Vevo Therapeutics,"Toronto, Ontario, Canada",1 week ago,"About UsWe are a biotechnology company based in San Francisco. We are using our in vivo drug discovery platform and AI models trained on its data to uncover better drugs for more patients. Our Mosaic platform is the first to make in vivo data generation scalable, with single-cell precision, to capture in vivo context of disease at the first step of drug discovery and to better represent patient diversity in drug response over current in vitro assays. We are using Mosaic to build the world’s largest in vivo atlas of how drugs interact with patient cells and how they alter gene function in diverse biological contexts. We are using the unprecedented scale and sophistication of the data in this atlas to train single-cell foundation models that learn context dependency of gene function and help us find novel targets and drugs that are more likely to work in patients.Your RoleAt Vevo, we generate a huge amount of data on how drugs interact with cells from many different patients, at a single-cell resolution and in an in-vivo context. We are using this massive perturbational atlas to develop the next generation of Foundation Models that accurately capture the biology of disease and enable the development of better therapies. We are seeking an experienced ML Engineer to help us rapidly implement and scale up these models. You will be part of our in silico team, with colleagues who are specialized in bioinformatics, computational biology and machine learning, and also with experimental scientists.Qualifications - RequiredSolid Engineering and Computer Science fundamentals, ideally with a degree in CS, Math, or equivalent experienceExperience in building, testing, training, and deploying modern neural network architectures such as Transformers. Experience with frameworks like PyTorch, Tensorflow, Keras, JAX, etcExperience and familiarity with modern software engineering practices such as VCS, Docker, CI/CDQualifications - DesirableExperience with distributed deep learning using frameworks such as HF Accelerate, Deepspeed, and ComposerPractical experience with the development and testing of large language modelsKey ResponsibilitiesSupport ML scientists in implementing LLM-inspired deep neural networks for single-cell transcriptomics and generative chemistryDesign tooling for rapid and reproducible development of ML modelsStay up-to-date on algorithmic developments to improve the efficiency of training large networks such as Flash Attention, Grouped-querry Attention etcBenefitsUnlimited Paid Time Off (PTO)Manulife Silver including medical, vision and dental"
Associate Data Scientist,Circle K,"Toronto, Ontario, Canada",2 weeks ago,"Responsibilities/AccountabilitiesDevelop advanced analytics and predictive models from design through implementation in the areas of pricing and promotion, marketing, merchandising, and other areas of the business as neededParticipate in the research of analytical methods to find or advance solutions to business problemsClearly and concisely explain complex analytical findings to non-analytical peers and business leadersCreate analytic datasets in collaboration with data engineering teams that involves data querying, cleaning, transformation, and feature engineering. Define requirements and test cases for Data validation and monitoringAuthor programming code (e.g., SQL, Python, R, spark) to assemble and analyze data, following/establishing/enhancing organizational standards and coding practices including code management (i.e. Documentation, use of Git Hub). Lead and participate in peer code reviews for QA/QC/standards compliance.Train/Mentor other team members, provide developmental support where necessaryFollow defined project management processes. Actively participate in project plan development and agile ceremonies (development of backlog, sprint planning, daily standups, retros/reviews) and documentation. Knowledge, Skills And Other Qualifications RequiredDemonstrated knowledge of SQL, R and Python;Experience querying large datasets using SparkSQL or PySpark;Experience with ML frameworks such as scikit-learn, Tensorflow, Keras, Pytorch, etc.;Exposure with software development practices, object-oriented principles and test automation;Exposure to version control systems such as Git – experience preferredExperience with cloud-based analytics environments (Azure, AWS or GCP);Experience applying operational research, statistical and machine learning techniques such as regression, time series forecasting, clustering, optimization, etc.;Exposure to agile methodologies using project planning and tracking management tools e.g., JIRA; experience preferredStrong problem-solving skills including problem spotting and problem scoping;Strong interpersonal skills, including the ability to communicate the business benefits of analytics;Availability to travel up to 10% of the timeHybrid schedule with a minimum three days in the officeEducation/Training RequiredBachelor’s degree required, preferably with a quantitative focus (Statistics, Business Analytics, Data Science, Math, Economics, etc.)Master’s degree preferredInternships / experience in data science or related roles preferredMasters degree / Bachelors + internship experience in a data science/advanced analytics role, or demonstrated ability to perform job functions via academic project/internship experience Circle K values diversity in the workplace and encourages applications from the following designated groups: women, aboriginal peoples, persons with disabilities and members of visible minorities. We are committed to providing employment accommodation in accordance with the Ontario Human Rights Code and the Accessibility for Ontarians with Disabilities Act. Accommodations are available on request in all aspects of the selection process.R405703"
"Data Scientist, Login & Sign Up",Asana,"Vancouver, British Columbia, Canada",1 day ago,"We are looking for a Product Data Scientist to join our Login & Signup team. This team owns the registration and authentication to the Asana app, with a special focus on the security and administrative needs of large organizations. As gatekeepers, we strive to balance two competing metrics, both critical to the success of Asana: passing through the gateway should be as easy as possible for legit users but as hard as possible for anyone else. As a consequence, we aim to combine best-in-class login user experience with best-in-class security compliance.Asana's Data Science team helps us fulfil our mission by informing strategy, defining success metrics, and identifying new ways to deliver user value. Data scientists are at the crux of deepening our understanding of the customers and driving more business outcomes by leveraging experimentation, causal inference, statistical and machine learning techniques, and data storytelling.This role is based in our Vancouver office with an office-centric hybrid schedule. Along with most Asanas, you’ll work from this office in person on Mondays, Tuesdays, and Thursdays. Most Asanas have the option to work from home on Wednesdays and Fridays. If you're interviewing for this role, your Talent Acquisition Partner will share more about the in-office requirements.What You’ll AchieveWork closely with PMs and customers to understand the needs of IT admins of large enterprises, and identify features to satisfy those needs.Communicate and influence key product decisions using data.Design experiments that measure product progress, and own key performance metrics.Collaborate with other Data Science in the team to research, identify and disseminate best practices across teams.Work in a high-performance, dynamic team with a strong focus on velocity and software quality and learn about state-of-the-art authentication technologies, including different Single-Sign-On methods, Multi-Factor Authentication, Identity Providers, SAML (Security Assertion Markup Languages) About YouMaster’s or Bachelor's Degree in Computer Science, Math, Statistics, Engineering, a related quantitative field or equivalent experience.3+ years of experience in applying data science techniques to drive decision-making or develop technical applications.Expert in relational data modeling and SQL and fluent in at least one modern language useful for data processing (e.g. R, Python, or Scala).Familiar with statistical methods including experimental design, regression, causal inference with observational data and time series modeling.Experience in scoping and planning projects with cross-functional stakeholders and driving technical execution.Strong ability to communicate complex concepts to diverse audiences, and craft compelling and actionable recommendations. At Asana, we're committed to building teams that include a variety of backgrounds, perspectives, and skills, as this is critical to helping us achieve our mission. If you're interested in this role and don't meet every listed requirement, we still encourage you to apply.What We’ll OfferOur comprehensive compensation package plays a big part in how we recognize you for the impact you have on our path to achieving our mission. We believe that compensation should be reflective of the value you create relative to the market value of your role. To ensure pay is fair and not impacted by biases, we're committed to looking at market value which is why we check ourselves and conduct a yearly pay equity audit.For this role, the estimated base salary range is between $146,000 CAD - $224,000 CAD. The actual base salary will vary based on various factors, including market and individual qualifications objectively assessed during the interview process. The listed range above is a guideline, and the base salary range for this role may be modified.In addition to base salary, your compensation package may include additional components such as equity, sales incentive pay (for most sales roles), and benefits. If you're interviewing for this role, speak with your Talent Acquisition Partner to learn more about the total compensation and benefits for this role.We strive to provide equitable and competitive benefits packages that support our employees worldwide and include:Mental health, wellness & fitness benefitsCareer coaching & supportInclusive family building benefitsLong-term savings or retirement plansIn-office culinary options to cater to your dietary preferences These are just some of the benefits we offer, and benefits may vary based on role, country, and local regulations. If you're interviewing for this role, speak with your Talent Acquisition Partner to learn more about the total compensation and benefits for this role.About UsAsana helps teams orchestrate their work, from small projects to strategic initiatives. Millions of teams around the world rely on Asana to achieve their most important goals, faster. Asana has been named a Top 10 Best Workplace for 5 years in a row, is Fortune's #1 Best Workplace in the Bay Area, and one of Glassdoor’s and Inc.’s Best Places to Work. After spending more than a year physically distanced, Team Asana is safely and mindfully returning to in-person collaboration, incorporating flexibility that adds hybrid elements to our office-centric culture. With 11+ offices all over the world, we are always looking for individuals who care about building technology that drives positive change in the world and a culture where everyone feels that they belong.We believe in supporting people to do their best work and thrive, and building a diverse, equitable, and inclusive company is core to our mission. Our goal is to ensure that Asana upholds an inclusive environment where all people feel that they are equally respected and valued, whether they are applying for an open position or working at the company. We provide equal employment opportunities to all applicants without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by law. We also comply with the San Francisco Fair Chance Ordinance and similar laws in other locations."
Data Scientist - Data Analytics and Infrastructure,Ample Insight,"Toronto, Ontario, Canada",1 week ago,"Company DescriptionYou will join a world-class team of engineers and data scientists from Facebook, Uber, Amazon and Google. We are a fast growing consulting firm based in Toronto with clients ranging from leading startups building impactful technologies to Fortune 500 companies looking to scale their engineering and data capabilities. Job DescriptionWe are looking for Data Scientists who are passionate about analytics and using data to help drive business decisions. You enjoy working with structured and/or unstructured data and are motivated to produce highly actionable results. You are experienced in architecting data ETL workflows and schemas. Critical thinking and problem-solving skills are essential for this role.QualificationsBS (or higher, e.g., MS, or PhD) in Computer Science, Engineering, Math, or StatisticsHands on experience working with user engagement, social, marketing, and/or finance dataProficient in Python (i.e. Pandas, Numpy, scikit-learn, etc), R, TensorFlow, amongst other data science related tools and librariesExtensive experience working on relational databases, designing complex data schemas, and writing SQL queriesDeep knowledge on performance tuning of ETL Jobs, SQL, and databasesAnalytical mind and strong business acumenWorking knowledge of SnowflakeDevops experiences a plusAdditional InformationWe have competitive compensation.Work on cool projects based on your interests and skills. We believe in accountability and NOT micro-management."
"Data Science, Analytics, International",DoorDash,"Toronto, Ontario, Canada",3 weeks ago,"About the TeamThe International Analytics team is looking for Data Analysts and Data Scientists to guide measurement, strategy, and tactical decision-making using Advanced Analytics approaches, as we expand our logistics platform across the globe. Data Scientists at DoorDash work to uncover insights and turn them into actionable recommendations, helping drive decisions for the entire organization. Analytics is very integral to all operational areas at DoorDash.About the RoleData Science at DoorDash involves diving deeper into our data to solve crucial business problems, ideate & run experiments to solve for insights gleaned from this deep dive and work with a cross-functional team to drive real-world operational change. It is not just about building Machine Learning models and putting them into production. This is a rare operational and actionable data-driven experience.We solve many exciting challenges from all three sides of our marketplace including customer acquisition, balancing supply and demand, fraud and support, marketing, marketplace efficiency, and more. If you enjoy finding patterns amidst chaos, are excited to build a market from 0 to 1, and have experience using analytics to affect revenue, growth, operations or beyond, we're looking for someone like you!You're excited about this opportunity because you will…Be a first-class thought partner to our product, business, finance and executive teams and help them make decisions on what's next for DoorDashUse quantitative analysis and the presentation of data to see beyond the numbers and understand what drives our businessBuild full-cycle analytics experiments, reports, and dashboards using SQL, Python, R, or other scripting and statistical toolsProduce recommendations and use statistical techniques and hypothesis testing and other experimentation techniques to validate your findingsProvide insights to enable our cross-functional team to understand marketplace dynamics, user behaviours, and long-term trendsIdentify and measure levers to help move essential metrics and make recommendationsPossess excellent stakeholder management skills, know how to effectively collaborate well with strategy, operations, product, finance and engineering and set prioritiesBe excited to travel to meet with business partners and the teams in each marketWe're excited about you because you have…3+ years of experience in data analytics, consulting, or related roleThe insight to take ambiguous problems and solve them in a structured, hypothesis-driven, data-supported wayThe determination to initiate and lead/own strategic projects to completion with a cross-functional teamExperience working with experimentation techniques (A/B testing, Causal Inference) and interpreting hypothesis testingProficiency in at least one programming language (Python, R,...)Expertise with SQL queries, ETLs, etc… Proficiency in one or more analytics & visualization toolsExperience building and training statistical and machine learning models (classifiers, regression models...)About DoorDashAt DoorDash, our mission to empower local economies shapes how our team members move quickly, learn, and reiterate in order to make impactful decisions that display empathy for our range of users—from Dashers to merchant partners to consumers. We are a technology and logistics company that started with door-to-door delivery, and we are looking for team members who can help us go from a company that is known for delivering food to a company that people turn to for any and all goods.DoorDash is growing rapidly and changing constantly, which gives our team members the opportunity to share their unique perspectives, solve new challenges, and own their careers. We're committed to supporting employees' happiness, healthiness, and overall well-being by providing comprehensive benefits and perks including premium healthcare, wellness expense reimbursement, paid parental leave and more.Our Commitment to Diversity and InclusionWe're committed to growing and empowering a more inclusive community within our company, industry, and cities. That's why we hire and cultivate diverse teams of people from all backgrounds, experiences, and perspectives. We believe that true innovation happens when everyone has room at the table and the tools, resources, and opportunity to excel.If you need any accommodations, please inform your recruiting contact upon initial connection."
Data Scientist,Ample Insight,"Toronto, Ontario, Canada",3 weeks ago,"Company DescriptionYou will join a world-class team of engineers and data scientists from Facebook, Uber, Amazon and Google. We are a fast growing consulting firm based in Toronto with clients ranging from leading startups building impactful technologies to Fortune 500 companies looking to scale their engineering and data capabilities. Job DescriptionWe are looking for Data Scientists who are passionate about Machine Learning, and have deep knowledge in Statistics and Computer Science. You enjoy doing data science projects with structured and/or unstructured data and are motivated to productize scalable machine learning models. We will also rely on you to build data products to extract valuable business insights. Critical thinking and problem-solving skills are essential for this role.QualificationsBS (or higher, e.g., MS, or PhD) in Computer Science or related engineering field involving codingExperienced implementing and scaling machine learning models in production environments Strong understanding of machine learning theoryHands on experience with StatisticsCapable of quickly implementing prototypes of cutting-edge research papersProficient in Python (i.e. Pandas, Numpy, scikit-learn, etc), R, TensorFlow, amongst other data science related tools and librariesAnalytical mind and strong business acumenIf you're passionate about data science and is hungry to learn, please apply!Additional InformationWe have competitive compensation.Work on cool projects based on your interests and skills. We believe in accountability and NOT micro-management."
Data Scientist,Benchmark Recruitment,Greater Vancouver Metropolitan Area,1 day ago,"Job Title: Data Scientist2-year term employment, hybrid that requires time on-site in Downtown Vancouver.The Data Scientist plays a crucial role in harnessing data to derive valuable insights and facilitating evidence-based decision-making within a prominent maritime organization. Responsibilities span the entire data lifecycle, encompassing identification, collection, analysis, and reporting. Your role involves providing data-driven solutions that enhance operational efficiency and furnish stakeholders with the information necessary for driving success.As an individual with strong organizational and analytical skills, coupled with an ability to connect with people, you bring a business-oriented perspective and a passion for crafting narratives through data. This role is a dedicated 2-year position within a comprehensive technology program consisting of seven elements aimed at enhancing workforce planning tools.Responsibilities:Data Project Support:Identify gaps in existing data.Collaborate on solutions and provide functional and technical feedback during implementation.Data Wrangling:Combine and transform diverse data sources.Work with the Data Solution Architect to automate and make data easily accessible.Exploratory Data Analysis (EDA):Analyze data distribution, patterns, and variable relationships.Use EDA to identify trends and potential areas of interest.Descriptive Analytics:Create descriptive statistics and visualizations for meaningful data summarization.Statistical Analysis:Apply statistical techniques to draw inferences and test hypotheses supporting decision-making.Machine Learning:Apply modern algorithms to develop advanced forecasting capabilities, contingent on sufficient and accurate data.Data Reporting:Prepare comprehensive reports and presentations for stakeholders or management.Collaboration:Interact with staff at all levels, member companies, and third-party stakeholders.Mentorship:Support the Analytics Team with complex analysis and larger projects.Assist in defining team processes and policies.Continuous Learning:Stay updated on waterfront industry and analytics trends.Propose new methods to elevate the BCMEA Analytics program.Data Advocacy:Foster a data-driven mindset.Break down data silos for positive change and growth.QualificationsBachelor's degree in Mathematics, Computer Science, Engineering, Economics, Finance, Business, or related field.2-4 years of experience with Business-Standard Data Science Toolkit (Python, R, Jupyter, Notebook, MongoDB, Tableau, SQL).Proven expertise in Machine Learning, Optimization Modeling, Simulation Modeling, and data Scraping/Wrangling.Strong interpersonal skills for collaboration and communication across diverse audiences.Business-oriented mindset with a solutions-driven approach and enthusiasm for data-driven decision-making.Analytical and organized, with a solid understanding of data governance, integrity, standardization, change management, auditability, and data security.Knowledge and experience in unionized labor inventory management, health and safety, or transportation and logistics is beneficial."
Data Scientist - Machine Learning,Ample Insight,"Toronto, Ontario, Canada",1 week ago,"Company DescriptionYou will join a world-class team of engineers and data scientists from Facebook, Uber, Amazon and Google. We are a fast growing consulting firm based in Toronto with clients ranging from leading startups building impactful technologies to Fortune 500 companies looking to scale their engineering and data capabilities. Job DescriptionWe are looking for Data Scientists who are passionate about solving real world problems. You enjoy working with both structured and/or unstructured data and are motivated to productize scalable machine learning models. Critical thinking and problem-solving skills are essential for this role.QualificationsBS (or higher, e.g., MS, or PhD) in Computer Science or related engineering field involving codingExperienced implementing and scaling machine learning models in production environments Strong understanding of machine learning theoryHands on experience with StatisticsCapable of quickly implementing prototypes of cutting-edge research papersProficient in Python (i.e. Pandas, Numpy, scikit-learn, etc), R, TensorFlow, amongst other data science related tools and librariesAnalytical mind and strong business acumenIf you're passionate about data science and is hungry to learn, please apply!Additional InformationWe have competitive compensation. Work on cool projects based on your interests and skills. We believe in accountability and NOT micro-management."
HDO Data Scientist-Canada,Zortech Solutions,"Toronto, Ontario, Canada",1 month ago,"Role: HDO Data ScientistLocation: Remote/CanadaDuration: 6+ MonthsJob DescriptionKey Responsibilities:Collaborate with cross-functional teams to identify and prioritize quick win opportunities for data-driven insights and improvements.Develop and implement ML models to analyze large datasets and extract valuable insights.Apply advanced statistical techniques and algorithms to solve complex business problems.Design and implement data transformation processes to ensure data quality and integrity.Utilize genAI and LLM models to enhance data analysis and predictive capabilities.Collaborate with Data Engineers to design and optimize data architecture for efficient data processing and storage.Develop and deploy scalable and production-ready ML models.Conduct exploratory data analysis to uncover patterns, trends, and correlations in the data.Stay up-to-date with the latest advancements in ML, AI, and data science technologies.QualificationsWhat you bringYou are comfortable with high level of ambiguity and possess a continuous improvement mindsetMaster's or Ph.D. degree in Computer Science, Data Science, or a related field.Proven experience as a Data Scientist or similar role, working on data transformation and AI-related projects.Strong programming skills in Python for data manipulation, analysis, and model development.In-depth knowledge of ML algorithms, techniques, and frameworks.Familiarity with genAI and LLM models and their implementation.Experience in designing and optimizing data architecture for efficient data processing and storage.Proficiency in SQL and database management systems.Strong Problem-solving And Analytical Skills.Excellent communication and collaboration skills to work effectively with cross-functional teams.If you are passionate about leveraging data and AI to drive business outcomes and have the required skills and experience, we would love to hear from you. Join our team and contribute to the success of our data-driven initiatives"
Data Scientist with MI- Canada,Zortech Solutions,"Toronto, Ontario, Canada",5 months ago,"Role: Data Scientist with MILocation: Canada/RemoteDuration: 6+ MonthsJob DescriptionResearch,identify,and analyze data to evaluate existing and potential trendsGood Exposure working with Business stakeholders on understanding Product Scope, Lifecycle and able to create Prototypes & Roadmap based on customer use casesCreate or use existing frameworks to test and validate new modelsApply statistical techniques to analyze dataApply machine learning techniques to streamline data analysisSkills/Experience RequiredStrong background in data mining and statistical analysisExperience developing Al/ML models using Python and open source frameworks like: sklearn, keras,pytorch, numpy,pandasAbility to work with large amounts of dataGood Exposure to multiple SOL and NOSQL databasesAbilty to quickly learn and implement new data science algorithmsExperience with machine learning techniques and creat ng algorithmsExperience in any cloud environments (AWS, Azure, GCP)Exposure to MLOps is added advantage.Exposure to NLP concepts & implementation will be a good to have skill"
Data Scientist,Belcan,"Mississauga, Ontario, Canada",4 days ago,"Job Title: Data science12 month renewable contractLocation: Mississauga, ONArea code: 416, 647Postal code: L5T Start Date: ASAPKeywords: #Data.science.jobs #Engine.analysis.jobs #Aerospace.jobs- Development and validation of new engine specific health monitoring functions, trend data cleansing scripts and their Portal interfaces.- Support to development of engine model specific KPI dashboards- Analysis of engine operational data (from the field and test cell)- Update of engineering process documentation- Engineering support for field engine investigations- Validation of new digital engine services as part of EIS roll out- Integration test support with aircraft OEMs-Development/Conversion of Operational & Prognostic algorithms/scripts, documentation, and their Production deployment-Deployment DPHM Services on client portal-Post EIS Algorithm & Feature Refinements, Field Support, QCPC fixes-Update engineering best practices and process documentation -Release engineering reports and presentations -Conduct software validation and verification testing -QCPC and Field Support troubleshooting - Update Dashboards RI AC N/A 10 Conduct Design Reviews/IPT Approval Meetings"
